skill,group_skills,title,role,short_role,,,,,,,,,
Employment Law,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Ethical Standards to Workforce Management,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Performance Policies,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Relations,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Legal Issues in Human Resource,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Competency Model Management,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Company Policies,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Payroll Policies,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Science Theories to Workplace Issues,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Development and Management,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
HR Policies,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Benefits Policies,Human Management & Policy,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
HR Policies,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Handbooks,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Benefits Policies,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Ethical Standards to Workforce Management,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Legal Issues in Human Resource,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Performance Policies,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employment Law,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Company Policies,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Payroll Policies,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Evaluation,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Exit Interview,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Retention Management,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Relations,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Competency Model Management,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Science Theories to Workplace Issues,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Employee Development and Management,Human Management & Policy,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Talent Candidate Management,Internship Recruitment and Training Management,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Internship Training and Planning,Internship Recruitment and Training Management,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Internship Recruitment Management,Internship Recruitment and Training Management,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Fresher Interview and Evaluation,Interview and Evaluation,Academy Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Internship Interview and Evaluation,Interview and Evaluation,Academy Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Scopes,IT Process & Technologies,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Technologies,IT Process & Technologies,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Domains,IT Process & Technologies,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Process,IT Process & Technologies,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Process,IT Process & Technologies,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Scopes,IT Process & Technologies,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Domains,IT Process & Technologies,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Technologies,IT Process & Technologies,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Technologies,IT Process & Technologies,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Process,IT Process & Technologies,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Domains,IT Process & Technologies,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Software Development Scopes,IT Process & Technologies,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Interviewing & Evaluation,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Offering & Negotiation,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Required skills for IT Jobs,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Job Assessment,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
CV Screen,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Internal Recruitment,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
IT Job Description,IT Recruitment,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Candidate Relationship Building,IT Recruitment,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Required skills for IT Jobs,IT Recruitment,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
IT Job Description,IT Recruitment,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Job Assessment,IT Recruitment,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Workforce Sourcing,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Interviewing & Evaluation,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Workforce Hunting,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Job Assessment,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Required skills for IT Jobs,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Offering & Negotiation,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
CV Screen,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Candidate Relationship Building,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
IT Job Description,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Sale Skills,IT Recruitment,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
General Software Development Process,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
General Financial Investment Management,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Sales Contract Management,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Purchase Contract Management,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
General Law knowledge,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Research & Self-Study Skills,Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Order & Warehouse Management,Logistics Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Shipping Management,Logistics Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Contracting and Billing Management,Logistics Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Logistics Command Center Management,Logistics Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Internal Finance Consulting,Management Accounting,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Financial Compliance Enforcing and Monitoring,Management Accounting,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Business Financial Performance Analysis,Management Accounting,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Business Risk Management,Management Accounting,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
"Business Planning, Budgeting and Forecasting",Management Accounting,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Querying Techniques,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Requirements and Risks Analysis,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Report Current Standings,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Analytical Techniques,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Compliance Processes within Services Organization,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
"Researching, Recommending, Selecting, Implementing Tools",Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Analytical Models,Non-Legal Affairs,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft Excel,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Mirosoft Word,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
"X-Lite, Bria Solo",Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft OneNote,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft Project,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft PowerPoint,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft Outlook,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
"WebEx, Zoom, GoToMeeting, BlueJeans",Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Skype for Business and Jabber,Office Tools and Software,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
"RDP, VNC, TeamViewer, ScreenConnect??,Office Tools and Software,Secretary/Receptionist and SSC Officer,LRC", PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions
Oracle PeopleSoft Application,Payroll Software and Tools,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Microsoft Office Accounting Software,Payroll Software and Tools,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Oracle E-Business Suite,Payroll Software and Tools,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Subcontracting Management,Procurement Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Supply Chain Management,Procurement Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Sales Contract Management,Procurement Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
ICT Procurement Management,Procurement Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Purchase Contract Management,Procurement Management,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Adapts to Change,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Public Speaking,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Relationship-Building,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Media Savvy,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Media Outreach,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Communications Planning,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
International Mindset,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Editorial Opinions,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Media Relations,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Press Releases,Public Relation and Communication,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
International Mindset,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Editorial Opinions,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Media Relations,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Media Savvy,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Communications Planning,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Relationship-Building,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Media Outreach,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Adapts to Change,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Press Releases,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Public Speaking,Public Relation and Communication,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Graphic and Media Design,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conversion Rate Optimization (CRO),Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Marketing Strategies,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
SEO Technique,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
IT Market,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Event Marketing,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Digital Marketing Chanels,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Content Marketing,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Email / Message Marketing,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Fsoft Media Chanels,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Fsoft Value & Branding,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Network Advertising,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Job Posting Chanels,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Media Marketing,Recruitment Marketing,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Social Media Marketing,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
IT Market,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Job Posting Chanels,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Graphic and Media Design,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Digital Marketing Chanels,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Content Marketing,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Fsoft Value & Branding,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Fsoft Media Chanel,Recruitment Marketing,WA RECER Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Market Research and Analysis,Sales Planning and  Management,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
